"neo","pha","sats","e","a","i","om","w","moid_jup"
"N","N",0,0.2899,2.321,24.7,38.91,36.64,2.52
"N","N",0,0.3295,2.215,3.09,297.93,24.79,2.39
"N","N",0,0.2554,2.222,4.54,285.42,46.26,2.58
"N","N",0,0.2663,2.263,3.48,244.52,101.68,2.56
"N","N",0,0.3224,2.443,4.82,227.36,150.78,2.24
"N","N",0,0.3108,2.361,4.97,219.08,183.26,2.33
"N","N",0,0.2823,2.263,3.71,346.11,56.12,2.53
"N","N",0,0.1648,1.818,20.69,11.4,43.03,3.33
"N","N",0,0.318,2.274,4.96,65.56,2.43,2.33
"N","N",0,0.2927,2.294,10.42,208.02,132.54,2.52
"N","N",0,0.3439,2.439,13.69,344.04,55.93,2.34
"N","N",0,0.2893,2.213,8.51,313.11,2.13,2.44
"Y","N",0,0.5682,1.425,4.29,310.72,345.24,2.99
"Y","N",0,0.6369,2.607,23.8,45.5,73.9,1.98
"Y","N",0,0.1832,1.297,12.26,229.76,158.38,3.89
"Y","N",0,0.5789,2.199,0.92,47.31,315.36,1.98
"Y","N",0,0.2886,0.9092,0.71,51.7,225.15,3.92
"Y","N",0,0.6202,1.888,16.31,45.96,76.78,2.31
"Y","N",0,0.5915,1.842,3.64,223.38,108.11,2.46
"Y","N",0,0.2444,1.332,18.26,44.07,4.32,3.74
"Y","N",0,0.6988,2.091,0.72,44.13,274.9,1.78
"Y","N",0,0.8482,1.193,8.53,1.43,253.02,2.9
"Y","N",0,0.3765,1.482,1.49,216.85,234.96,3.18
"Y","N",0,0.3161,1.66,3.55,329.27,71.85,3.24
"Y","N",0,0.1709,1.166,17.99,45.19,47.96,3.83
"Y","N",0,0.108,0.935,2.48,224.48,49.72,3.99
"N","N",0,0.3107,2.237,5.35,260.74,112.17,2.56
"Y","N",0,0.5092,2.171,4,258.41,54.81,2.04
"Y","N",0,0.5638,2.187,8.61,230.85,224.96,1.87
"Y","N",0,0.563,2.369,5.13,284.94,70.79,1.8
"Y","N",0,0.6723,3.656,25.46,225.07,225.03,0.724
"Y","N",0,0.3352,1.17,19.34,227.31,287.66,3.54
"Y","N",0,0.5634,2.173,8.26,51.68,306.48,2.09
"Y","N",0,0.6039,2.042,4.62,235.55,106.5,2.17
"Y","N",0,0.2283,0.8516,13.38,227.08,330.26,3.92
"Y","N",0,0.5204,2.512,13.28,228.84,187.92,1.57
"N","N",0,0.1464,1.877,21.6,35.36,156.02,2.82
"Y","N",0,0.1293,1.284,9.34,223.32,205.02,3.76
"Y","N",0,0.617,2.586,16.61,45.62,343.02,1.29
"Y","N",0,0.3602,1.716,30.38,45.62,355.75,3.09
"Y","N",0,0.5791,1.972,2.96,230.64,238.67,2.06
"Y","N",0,0.2243,1.392,29.7,230.83,168.03,3.7
"N","N",0,0.1497,1.919,25.09,75.68,309.98,3.24
"N","N",0,0.1466,1.824,24.67,74.6,277.05,3.31
"Y","N",0,0.4333,1.301,15.88,60.44,182.04,3.15
"Y","N",0,0.1775,1.355,25.68,72.42,140.47,3.44
"Y","N",0,0.5001,2.011,6.12,238.29,187.56,2.33
"Y","N",0,0.3986,1.594,33.3,227.81,229.55,3.29
"Y","N",0,0.7066,2.268,2.75,197.66,304.8,1.2
"Y","N",0,0.8499,2.272,7.35,329.6,195.58,0.824
"Y","N",0,0.4371,1.977,32.72,43.84,359.42,2.58
"N","N",0,0.1363,1.749,24.16,252.26,119.91,3.45
"Y","N",0,0.6807,1.887,5.35,195.67,118.43,2.18
"Y","N",0,0.2572,0.9588,18.98,22.85,168.88,3.75
"N","N",0,0.3656,2.605,5.47,30.86,18.36,1.86
"N","N",0,0.3145,2.395,4.78,298.97,41.5,2.26
"N","N",0,0.2326,2.118,4.11,120.3,205.55,2.72
"N","N",0,0.2767,2.292,3.9,81.32,342.44,2.42
"N","N",0,0.2842,2.231,8.05,178.96,214.27,2.59
"N","N",0,0.2948,2.166,4.82,1.75,338.71,2.59
"N","N",0,0.4025,2.745,12.65,223.46,173.22,1.59
"Y","N",0,0.2712,1.637,4.88,293.65,103.41,3.36
"Y","N",0,0.3236,1.504,4.27,206.97,180.89,3.46
"Y","N",0,0.6475,2.48,1.13,124.3,335.69,1.13
"Y","N",0,0.2006,1.042,3.78,44.53,249.05,3.87
"N","N",0,0.3827,2.189,22.87,43.5,63.07,2.56
"Y","N",0,0.1903,1.275,12.24,50.82,3.06,3.81
"Y","N",0,0.5269,1.556,26.8,237.85,66.47,3.15
"Y","N",0,0.4518,2.046,5.16,282.3,162.59,2.3
"Y","N",0,0.236,1.315,11.66,229.73,152.06,3.83
"Y","N",0,0.3979,1.428,10.49,230.22,242.43,3.19
"Y","N",0,0.1209,1.045,4.49,241.64,84.23,3.97
"Y","N",0,0.425,1.435,25.99,48.69,294.71,3.61
"Y","N",0,0.5143,2.002,9.24,234.69,119.89,2.5
"N","N",0,0.41,2.242,4.12,39.44,14.49,2.23
"N","N",0,0.3834,2.643,13.56,282.6,148.23,1.72
"Y","N",0,0.2838,1.411,7.76,230.47,188.47,3.53
"Y","N",0,0.3204,1.137,6.06,37.5,120.55,3.49
"Y","N",0,0.5256,1.494,3.1,224.3,104.51,3.09
"Y","N",0,0.7086,2.703,8.73,52.09,59.44,0.827
"Y","N",0,0.5222,1.821,3.75,234.45,120.69,2.69
"Y","N",0,0.5179,2.26,10.69,49.11,2.17,1.98
"Y","N",0,0.3328,1.47,6.21,228.13,210.35,3.32
"Y","N",0,0.4873,1.922,5.92,51.93,331.82,2.6
"Y","N",0,0.2221,1.261,9.39,234.35,193.42,3.74
"Y","N",0,0.3761,1.599,3.88,234.53,146.24,3.26
"N","N",0,0.3503,2.546,8.54,7.34,3.44,2.02
"N","N",0,0.3093,2.268,2.11,11.48,353.88,2.49
"N","N",0,0.2556,2.218,6.14,252.38,187.76,2.49
"N","N",0,0.3039,2.225,5.43,77.78,252.75,2.47
"Y","N",0,0.116,1.124,25.3,228.44,133.4,3.96
"Y","N",0,0.1261,1.075,0.28,95.3,20.31,3.83
"Y","N",0,0.2873,1.562,15.27,39.21,317.53,3.47
"N","N",0,0.508,2.649,8.58,176.9,146.92,1.43
"Y","N",0,0.576,2.45,2.12,41.38,339.44,1.6
"Y","N",0,0.5046,2.424,5.19,270.49,240.69,1.43
"Y","N",0,0.5504,2.219,5.81,48.31,30.29,1.88
"N","N",0,0.3064,2.384,7.83,21.11,327.37,2.32
"Y","N",0,0.5414,2.128,2.74,103.25,327.49,2.05
"N","N",0,0.1459,1.543,35.32,47.24,351.1,3.65
"N","N",0,0.3776,2.322,6.82,8.22,46.27,2.23
"N","N",0,0.3035,2.279,27.19,64.18,319.83,2.58
"Y","N",0,0.6301,2.561,29.09,50.58,301.14,2.11
"Y","N",0,0.1791,1.17,17.82,232.07,267.89,3.71
"Y","N",0,0.2824,1.434,1.34,131.18,273.21,3.56
"N","N",0,0.4095,2.315,7.7,243.64,204.17,2.01
"Y","N",0,0.4926,2.003,12.39,10.23,137.32,2.08
"N","N",0,0.4136,2.268,2.8,15.37,53.82,2.14
"N","N",0,0.1323,1.791,22.73,71.23,58.06,3.23
"N","N",0,0.2499,2.213,2.54,72.39,251.19,2.56
"N","N",0,0.2315,2.143,2.88,297.08,45.72,2.76
"N","N",0,0.3612,2.593,5,212.31,143.88,1.94
"Y","N",0,0.4059,1.869,8.54,227.03,106.15,2.81
"N","N",0,0.1503,1.798,21.81,70.4,39.98,3.2
"N","N",0,0.5062,3.02,18.32,231.13,250.6,1.48
"N","N",0,0.2098,2.039,5.46,240.07,260.23,2.59
"N","N",0,0.3002,2.336,7.37,99.85,237.66,2.37
"N","N",0,0.1375,1.872,19.2,267.45,114.65,3.31
"N","N",0,0.2956,2.305,8.29,339.01,132.51,2.17
"N","N",0,0.4518,3.027,10.37,89.49,45.68,0.869
"N","N",0,0.2786,2.282,24.93,193.06,167.06,2.56
"N","N",0,0.2872,2.332,23.17,17.66,292.88,2.68
"N","N",0,0.2974,2.292,8.36,127.26,245.22,2.52
"N","N",0,0.2911,2.326,21.2,258.47,244.1,2.41
"N","N",0,0.3015,2.309,7.77,85.49,281.09,2.49
"N","N",0,0.2311,1.927,6.86,340.24,108.17,2.86
"N","N",0,0.2869,2.278,6.72,51.91,357.67,2.47
"N","N",0,0.1169,1.886,22.63,65.25,305.35,3.29
"N","N",0,0.1977,1.843,20.12,89.38,242.18,3.15
"N","N",0,0.2712,2.211,8.79,359.36,344.34,2.6
"N","N",0,0.1648,1.923,30.54,71.78,83.07,3.08
"Y","N",0,0.5483,2.254,3.94,214.16,184,1.94
"Y","N",0,0.6948,2.442,5.51,219.44,275.51,1.06
"N","N",0,0.3813,2.115,22.21,71.49,299.08,2.78
"N","N",0,0.3853,2.247,22.9,273.04,121.73,2.59
"Y","N",0,0.396,1.682,2.29,178.91,272.24,2.88
"Y","N",0,0.6499,2.332,3.88,41.29,315.07,1.6
"Y","N",0,0.3747,1.614,6.97,242.62,174.8,3.15
"N","N",0,0.4239,2.57,29.57,78.58,288.55,2.48
"N","N",0,0.0671,1.679,15.94,86.45,103.46,3.24
"Y","N",0,0.3713,1.41,0.5,231.79,125.32,3.51
"Y","N",0,0.475,1.463,13.78,62.85,253.05,3.22
"Y","N",0,0.4614,1.418,12.55,213.47,110.44,3.35
"N","N",0,0.1536,1.928,24.91,79.88,300.11,3.25
"Y","N",0,0.4576,2.22,8.54,244.53,168.84,2.16
"N","N",0,0.4041,2.22,6.55,285.27,46.47,2.28
"Y","N",0,0.5184,2.577,25.39,225.08,265.14,2.3
"Y","N",0,0.7941,2.475,1.73,141.24,159.42,0.826
"Y","N",0,0.3926,1.57,5.17,247.63,127,3.29
"Y","N",0,0.6028,2.503,3.59,105.72,281.61,1.45
"Y","N",0,0.2354,1.317,27.49,65.27,48.15,3.67
"Y","N",0,0.6607,2.241,5.72,56.67,69.32,1.43
"Y","Y",0,0.6295,1.599,14.6,31.64,273.35,2.81
"Y","N",0,0.6166,3.045,19.56,69.69,78.7,1.47
"Y","N",0,0.517,1.868,3.36,28.32,117.68,2.2
"N","N",0,0.5354,2.977,19.65,20,324.37,1.13
"Y","N",0,0.6207,1.703,5.65,266.27,49.43,2.57
"Y","N",0,0.5869,2.137,7.16,334.34,166.53,1.66
"Y","N",0,0.6485,1.74,2.99,59.88,266.51,2.49
"Y","N",0,0.315,1.336,18.07,243.58,246.77,3.44
"Y","N",0,0.4291,2.237,4.39,295.6,29.6,2.16
"Y","N",0,0.4571,1.436,1.71,57.96,287.95,3.32
"Y","N",0,0.5703,2.51,11.81,55.3,340.49,1.51
"N","N",0,0.322,2.381,58.75,57.54,252.66,2.59
"N","N",0,0.3976,2.679,9.74,88.4,284.49,1.83
"N","N",0,0.2352,2.17,5.9,89.06,255.37,2.73
"Y","N",0,0.7024,1.79,52.77,245.94,328.49,2.37
"Y","Y",0,0.6917,2.032,34.36,239.34,90.02,3.17
"Y","N",0,0.5903,3.161,11.3,68.2,67.13,0.801
"N","N",0,0.4117,2.742,12.93,3.39,38.49,1.71
"Y","N",0,0.3295,1.434,11.05,66.01,329.7,3.53
"N","N",0,0.3702,2.535,14.45,193.34,164.92,2.01
"Y","N",0,0.4126,0.7215,3.64,250.94,346.5,3.98
"Y","N",0,0.2732,1.378,4.82,68.39,9.88,3.5
"Y","Y",0,0.6345,2.827,38.16,246.56,178.88,0.737
"Y","N",0,0.467,2.276,23.42,80.77,39.58,2.04
"N","N",0,0.3672,2.434,6.83,306.73,102.17,2.15
"Y","N",0,0.4212,1.835,24,57.89,354.78,2.78
"Y","N",0,0.4588,1.857,11.7,71.1,359.19,2.62
"Y","N",0,0.4894,2.184,6.86,301.11,131.19,2.1
"N","N",0,0.366,2.604,29.87,325.29,117.73,2.1
"Y","N",0,0.6784,2.756,32.41,55.76,333.65,1.15
"N","N",0,0.3316,2.318,22.69,80.85,300.64,2.59
"N","N",0,0.3887,2.345,8.28,277,149.95,2.1
"N","N",0,0.3555,2.33,5.99,71.37,283.91,2.31
"N","N",0,0.2537,2.156,6.36,61.06,298.97,2.76
"N","N",0,0.1595,1.898,17.59,270.71,225.77,2.97
"N","N",0,0.1087,1.829,24.89,58.05,16.73,3.32
"N","N",0,0.1334,1.852,18.11,279.57,123.37,3.25
"N","N",0,0.3088,2.244,21.85,240.59,272.77,2.52
"N","N",0,0.3029,2.375,12.45,103.51,238.46,2.38
"N","N",0,0.4477,2.894,6.11,178.87,276.13,1.15
"N","N",0,0.308,2.368,11.85,68.99,9.43,2.21
"Y","N",0,0.5566,2.39,17.03,247.72,165.43,1.7
"Y","N",0,0.3001,1.408,22.27,251.25,213,3.43
"Y","N",0,0.2934,1.18,4.87,70.74,76.36,3.49
"Y","N",0,0.3684,1.57,2.39,245.54,158.51,3.27
"Y","N",0,0.6393,2.842,3.44,262.87,179.09,0.634
"N","N",0,0.3539,2.274,11.22,65.86,354.05,2.29
"Y","N",0,0.2465,1.457,36,68.36,260.91,3.59
"Y","N",0,0.3628,1.693,2.34,120.89,327.53,2.93
"Y","N",0,0.4101,1.759,2.09,78.64,2.3,2.8
"Y","N",0,0.4933,1.884,4.87,71.62,24.91,2.41
"N","N",0,0.3917,2.728,30.01,279.05,99.8,2.49
"Y","N",0,0.5961,2.109,9.08,82.7,65.15,1.74
"N","N",0,0.3898,2.554,28.63,54.7,64.86,2.31
"N","N",0,0.5082,3.097,22.64,200.91,294.95,1.4
"N","N",0,0.3818,2.588,10.55,190.71,193.53,1.88
"Y","N",0,0.4728,1.97,12.85,213.56,329.01,2.12
"Y","N",0,0.6558,2.278,11.59,6.66,161.26,1.22
"Y","N",0,0.3497,1.533,3.88,244.7,217.83,3.11
"Y","N",0,0.3744,1.907,16.84,238.25,218.21,2.69
"Y","N",0,0.3986,1.763,1.08,189.72,222.45,2.92
"Y","N",0,0.126,1.391,13.51,71.13,349.38,3.69
"Y","N",0,0.3547,1.32,6.5,230.65,128.07,3.67
"Y","N",0,0.5347,1.635,6.46,189.25,343.25,2.47
"Y","N",0,0.6997,1.865,10.62,70.83,100.41,1.91
"Y","N",0,0.3377,1.017,18.09,246.02,299.36,3.67
"Y","N",0,0.4631,1.39,2.55,143.88,195.94,3.36
"Y","N",0,0.3569,1.928,4.2,148.2,259.9,2.79
"Y","N",0,0.33,0.8301,4.97,143.58,102.59,3.91
"Y","N",0,0.3384,1.574,25.65,247.79,149.73,3.35
"Y","N",0,0.6156,2.345,5.25,251.52,226.64,1.38
"Y","N",0,0.3919,1.514,37.8,63.01,300.87,3.61
"Y","N",0,0.1783,1.089,19.8,74.78,82.66,3.78
"N","N",0,0.2573,1.824,15.41,180.25,207.28,3.18
"Y","N",0,0.6205,2.652,3.58,52.82,17.04,1.05
"N","N",0,0.2614,2.169,3.23,310.77,107.32,2.63
"N","N",0,0.3979,2.569,26.85,235.7,96.54,2.6
"N","N",0,0.262,2.253,3.02,146.81,242.75,2.61
"N","N",0,0.3638,2.595,7.34,179.66,170.16,1.9
"N","N",0,0.3716,2.584,8.91,72.79,11.99,1.74
"N","N",0,0.2767,2.3,11.87,81.05,248.81,2.49
"N","N",0,0.3051,2.34,22.82,73.46,299.05,2.64
"N","N",0,0.2841,2.233,4.09,91.45,348.84,2.4
"N","N",0,0.2615,2.186,4.82,219.6,147.74,2.71
"N","N",0,0.3092,2.275,3.66,108.59,258.16,2.48
"N","N",0,0.2335,2.146,4.04,160.11,203.9,2.8
"Y","N",0,0.3954,0.8757,16.88,71.15,215.1,3.93
"N","N",0,0.3749,2.419,4.7,73.86,340.08,2.06
"N","N",0,0.3779,2.352,5.68,13.91,11.43,2.22
"N","N",0,0.3825,2.316,6.47,130.44,302.99,2.13
"N","N",0,0.4221,2.601,28.42,100.8,265.31,2.57
"Y","N",0,0.3369,1.337,4.22,242.41,115.55,3.66
"Y","N",0,0.1743,1.04,9.94,74.68,237.21,3.94
"Y","N",0,0.5578,1.03,2.36,70.29,237.49,3.66
"Y","N",0,0.212,1.047,5.19,70.7,268.65,4.03
"Y","N",0,0.6977,1.2,5.39,73.7,228.25,3.22
"Y","N",0,0.1955,0.8996,9.15,243.01,352.49,3.91
"Y","N",0,0.3262,1.33,4.24,254.83,113.11,3.7
"Y","N",0,0.5562,2.516,9.34,248.97,148.98,1.58
"Y","N",0,0.2534,1.208,2.96,75.91,61.54,3.52
"Y","N",0,0.3735,1.916,2.1,211.22,231.3,2.64
"Y","N",0,0.3531,1.561,42.2,80.15,61.1,3.41
"Y","N",0,0.57,0.8485,9.57,53.98,193.81,3.7
"Y","N",0,0.4474,1.11,28.83,53.5,207.33,3.48
"N","N",0,0.2849,2.314,2.71,155.39,243.24,2.46
"N","N",0,0.3823,2.68,8.23,83.13,356.38,1.59
"N","N",0,0.3463,2.449,9.73,91.28,263.31,2.23
"N","N",0,0.3869,2.703,13,81.24,305.62,1.83
"N","N",0,0.2717,2.187,8.01,103.62,220.26,2.55
"N","N",0,0.2738,2.267,21.51,234.42,139.35,2.68
"N","N",0,0.4026,2.669,8.78,157,241.3,1.77
"Y","N",0,0.2367,0.8202,15.59,245.02,15.84,4.02
"N","N",0,0.4478,2.617,13.36,151.26,273.63,1.85
"N","N",0,0.1414,1.85,26.43,227.97,92.33,3.17
"N","N",0,0.1758,1.89,24.63,92.58,273.3,3.31
"N","N",0,0.4533,2.584,26.31,234.61,103.7,2.56
"N","N",0,0.1945,1.729,26.33,76.26,11.26,3.21
"Y","N",0,0.5174,2.05,7.65,82.99,27.37,2.07
"Y","N",0,0.3482,1.697,2.79,139.91,296.73,3
"Y","N",0,0.3981,1.548,1.62,134.46,239.17,3.29
"Y","N",0,0.2839,1.279,4.1,292.96,71.47,3.81
"Y","N",0,0.248,1.442,10.53,89.77,239.46,3.53
"Y","N",0,0.3206,1.65,15.53,286.33,171.84,3.01
"N","N",0,0.0991,1.844,27.89,78.29,9.27,3.24
"Y","N",0,0.4299,1.478,5.86,159.05,25.47,2.85
"N","N",0,0.1528,1.834,24.1,90.23,311.69,3.26
"Y","N",0,0.3463,1.788,22.95,69.93,276.41,3.3
"Y","N",0,0.228,1.266,3.13,77.43,13.31,3.62
"N","N",0,0.4067,2.587,26.65,212.21,281.41,2.19
"N","N",0,0.3655,2.53,16.05,101.39,273.11,2.29
"N","N",0,0.1093,1.867,19.26,250.32,59.72,3.1
"N","N",0,0.3378,2.102,4.25,98.63,221.73,2.51
"N","N",0,0.3859,2.342,8.93,298.02,182.64,1.87
"N","N",0,0.4247,2.557,29.18,291.29,122.49,2.18
"N","N",0,0.4472,2.46,14.4,228.51,224.33,1.84
"Y","N",0,0.374,1.614,22.8,255.92,266.58,3.09
"Y","N",0,0.4335,1.81,0.14,225.05,217.81,2.67
"Y","N",0,0.6312,2.436,2.14,245.85,127.21,1.5
"Y","Y",0,0.3946,1.586,20.05,269.48,16.88,2.96
"Y","N",0,0.6909,2.431,1.41,112.24,234.81,1.31
"Y","N",0,0.3903,1.713,4.77,245.55,176.7,2.97
"Y","N",0,0.3475,1.709,1.01,330.95,151.06,2.79
"Y","N",0,0.2662,1.549,13.3,73.28,10.23,3.29
"Y","N",0,0.2367,1.315,11.15,73.83,346.19,3.69
"Y","N",0,0.3457,1.829,26.8,232.82,238.05,3.03
"Y","N",0,0.0336,1.042,8.13,251.41,85.04,3.95
"N","N",0,0.3879,2.38,42.28,243.49,162.78,2.14
"Y","N",0,0.6169,2.641,12.53,46.97,330.64,1.25
"Y","N",0,0.4098,2.161,16.68,35.15,74.76,2.38
"N","N",0,0.2773,2.215,8.01,67.75,303.99,2.65
"N","N",0,0.3295,2.41,5.46,254.94,161.1,2.18
"N","N",0,0.3495,2.415,20.47,75.46,57.63,2.15
"N","N",0,0.2939,2.319,10.23,306.6,29.58,2.4
"N","N",0,0.2938,2.328,6.84,317.2,78.5,2.49
"N","N",0,0.3163,2.245,26.78,92.25,38.23,2.34
"N","N",0,0.4405,2.543,29.22,213.16,245.37,2.34
"Y","N",0,0.3711,0.9564,22.01,69.55,191.64,3.75
"Y","N",0,0.2758,0.9386,19.75,58.59,225.64,3.92
"Y","N",0,0.7213,2.487,10.75,149.79,161.19,1.08
"Y","N",0,0.23,1.301,7.02,249.41,167,3.73
"Y","N",0,0.6075,2.472,9.52,233.65,254.83,1.36
"Y","N",0,0.4255,0.8395,0.97,282,300,3.78
"N","N",0,0.1139,1.691,11.6,257.13,316.38,3.12
"Y","N",0,0.3108,1.196,16.78,257.17,98.31,3.95
"Y","N",0,0.4136,1.599,12.14,77.52,40.81,2.9
"Y","N",0,0.5087,2.387,7.68,249.16,214.06,1.63
"N","N",0,0.0919,1.83,18.88,247.15,43.35,3.1
"Y","N",0,0.1212,1.085,3.75,249.1,137.81,4
"N","N",0,0.1867,1.962,27.82,91.56,270.79,3.22
"N","N",0,0.1764,1.821,23.81,101.01,295.92,3.28
"Y","N",0,0.4775,1.92,1.96,75.05,320.01,2.6
"Y","N",0,0.3803,0.9095,17.85,253.52,352.6,3.77
"Y","N",0,0.4466,1.983,4.4,137.59,319.46,2.35
"Y","N",0,0.3186,1.194,8.06,71.15,286.61,3.88
"Y","N",0,0.3462,1.216,0.04,263.07,253.19,3.36
"N","N",0,0.2044,1.918,23.01,60.77,3.01,3.04
"N","N",0,0.4481,2.549,11.76,82.37,334.62,1.71
"Y","N",0,0.3673,1.536,10.62,74.09,32.6,3.08
"Y","N",0,0.2857,1.7,33.74,98.74,24.32,3.02
"Y","N",0,0.1851,1.004,7.6,256.18,282.29,3.79
"Y","N",0,0.2869,1.404,8.49,78.75,11.36,3.41
"N","N",0,0.5215,3.19,27.07,225.92,220.96,1.09
"N","N",0,0.322,2.349,22.79,72.15,282.8,2.74
"N","N",0,0.3096,2.306,7.38,81.91,240.94,2.34
"N","N",0,0.1772,1.91,23.18,82.35,261.47,3.17
"N","N",0,0.4216,2.599,11.13,149.42,207.15,1.76
"N","N",0,0.1218,1.878,17.89,257.57,287.88,2.99
"N","N",0,0.4274,2.695,12.31,131.89,296.99,1.67
"N","N",0,0.5027,2.661,30.77,88.32,290.16,2.33
"Y","N",0,0.3229,1.759,19.06,257.41,162.77,3.03
"Y","N",0,0.3939,1.631,7.92,76.82,55.75,2.81
"Y","N",0,0.319,0.9898,0.79,209.82,100.88,3.93
"Y","N",0,0.1952,0.9904,65.77,77.16,187.33,3.88
"Y","N",0,0.5572,1.977,4.43,78.65,294.98,2.39
"Y","Y",0,0.5809,2.248,8.09,208.73,318.53,1.5
"Y","N",0,0.447,1.568,1.49,306.94,192.16,2.78
"N","N",0,0.3928,2.278,6.96,40.93,41.11,2.14
"Y","N",0,0.1638,0.974,2.32,278.47,274.93,3.83
"Y","N",0,0.3126,1.647,11.92,51.5,11.09,3.19
"Y","N",0,0.3429,1.575,18.59,258.46,86.07,3.45
"N","N",0,0.5559,2.973,2.54,221.16,213.87,0.697
"N","N",0,0.4442,2.573,29.74,246.26,236.34,2.09
"N","N",0,0.1266,1.81,25.86,69.8,72.75,3.19
"N","N",0,0.1003,1.731,29.86,70.31,0.11,3.41
"Y","N",0,0.3008,1.321,17.93,76.51,310.77,3.76
"Y","N",0,0.4669,1.249,29.68,269.89,289.46,3.45
"N","N",0,0.4855,2.571,25.45,274.72,99.88,2.52
"Y","N",0,0.4647,1.495,1.59,86.89,62,2.83
"N","N",0,0.2589,2.201,1.4,66.8,279.34,2.64
"N","N",0,0.2833,2.286,9.63,69.59,341.56,2.46
"N","N",0,0.2401,2.166,3.16,222.23,99.1,2.63
"N","N",0,0.3667,2.579,5.08,240.46,119.87,1.97
"N","N",0,0.2678,2.16,4.15,104.59,239.71,2.67
"N","N",0,0.2342,2.164,6.16,56.76,295.57,2.77
"N","N",0,0.1901,2.054,1.48,97.09,325.06,2.87
"N","N",0,0.2433,2.192,5.19,247.28,110.47,2.75
"N","N",0,0.3804,2.209,9,83.14,328.87,2.35
"Y","N",0,0.4096,2.089,6.02,82.34,242.81,2.42
"Y","N",0,0.4285,1.364,19.37,254.94,76.82,3.55
"N","N",0,0.3657,2.561,30.96,276.77,127.2,2.23
"Y","N",0,0.2204,1.338,2.01,206.32,209.4,3.69
"N","N",0,0.4898,2.99,21.73,92.5,14.54,0.827
"N","N",0,0.2103,1.944,25.11,68.82,73.93,3.01
"Y","N",0,0.5778,1.666,17.55,13.39,174.34,2.33
"Y","N",0,0.4457,1.752,1.61,75.62,29.19,2.64
"Y","N",0,0.3999,1.775,8.21,107.42,359.9,2.68
"Y","N",0,0.4811,1.907,5.82,75.9,337.34,2.57
"N","N",0,0.3571,2.33,4.69,176.86,340.95,1.84
"Y","N",0,0.169,1.269,4.11,236.54,15.41,3.53
"Y","N",0,0.1456,1.015,4.48,98.57,83.02,3.8
"Y","N",0,0.3964,1.07,12.67,249.8,75.95,3.86
"N","N",0,0.4224,2.666,10.08,28.29,17.12,1.66
"N","N",0,0.3821,2.564,28.79,62.12,77.28,2.42
"N","N",0,0.422,2.685,25.71,241.29,280.04,2.09
"N","N",0,0.3932,2.614,7.06,290.83,146.54,1.68
"N","N",0,0.1175,1.856,19.92,255.12,343.41,2.97
"N","N",0,0.4764,2.74,15.32,217.89,224.92,1.49
"Y","N",0,0.5865,2.537,12.59,143.08,10.2,0.994
"Y","N",0,0.3986,1.846,18.17,237.17,225.4,2.75
"N","N",0,0.4553,2.729,3.28,347.43,118.97,1.22
"N","N",0,0.4639,2.544,29.3,138.43,291.81,2.25
"Y","N",0,0.6392,1.831,0.23,77.15,89.61,1.98
"Y","N",0,0.5941,2.435,9.88,50.75,39.5,1.47
"N","N",0,0.201,2.026,28.12,233.24,268.34,2.94
"N","N",0,0.2696,1.922,19.37,265,51.51,2.9
"N","N",0,0.2161,1.906,23.62,103.47,296.56,3.15
"N","N",0,0.3801,2.593,28.91,278.46,119.54,2.28
"N","N",0,0.4471,2.417,9.99,86.28,31.91,1.68
"Y","N",0,0.7821,3.22,20.3,155.79,48.68,0.74
"Y","N",0,0.3229,0.9279,9.71,256.63,322.82,3.76
"Y","N",0,0.5716,2.336,0.36,91.21,329,1.7
"Y","N",0,0.614,2.568,9.35,253.04,166.49,1.25
"Y","N",0,0.2335,0.9374,5.69,257.28,65.03,4.08
"Y","Y",0,0.4859,1.974,23.75,89.67,3.26,2.31
"N","N",0,0.2887,2.127,2.88,167.96,189.12,2.7
"Y","N",0,0.6413,2.172,7.46,95.59,55.47,1.5
"Y","N",0,0.0348,1.015,2.72,87.57,108.3,3.91
"Y","N",0,0.2183,1.287,1.35,148.53,349.5,3.46
"Y","N",0,0.6394,3.195,8.38,140.97,19.18,0.00281
"N","N",0,0.0458,1.435,25.99,255.73,132.5,3.66
"Y","N",0,0.3059,1.456,11.43,86.45,353.07,3.36
"Y","N",0,0.531,2.617,6.33,78.24,302.48,1.49
"N","N",0,0.4038,2.729,17.2,254.06,161.82,1.58
"N","N",0,0.0327,1.704,16.16,43.88,236.8,3.24
"N","N",0,0.1581,1.869,21.28,209.02,87.94,3.07
"Y","N",0,0.5111,1.856,3.06,106.33,18.95,2.29
"Y","N",0,0.4429,1.339,5.65,258.55,95.05,3.52
"N","N",0,0.1248,1.844,20.81,238.8,265.6,3.1
"N","N",0,0.1382,1.883,22.05,294.36,110.87,3.2
"N","N",0,0.1459,1.798,20.32,126.31,296.12,3.22
"N","N",0,0.0919,1.816,22.96,146.89,9.79,3.02
"N","N",0,0.09,1.804,20.07,250.06,208.49,3.29
"N","N",0,0.1387,1.838,17.19,299.85,101.45,3.27
"N","N",0,0.0834,1.809,20.64,258.57,208.88,3.27
"N","N",0,0.1694,1.91,26.01,123.03,269.45,3.25
"N","N",0,0.1519,1.847,20.94,310.95,109.94,3.17
"N","N",0,0.2796,2.298,9.33,38.66,69.43,2.29
"N","N",0,0.3289,2.367,1.92,76.63,314.68,2.3
"N","N",0,0.3063,2.224,4.06,275.82,167.05,2.36
