"neo","pha","sats","e","a","i","om","w","moid_jup"
"N","N",0,0.2612,2.179,6.08,135.62,227.24,2.71
"N","N",0,0.2242,2.133,6.57,117.78,264.36,2.87
"N","N",0,0.1235,1.898,19.68,75.56,29.08,3.1
"N","N",0,0.3159,2.216,6,271.82,126.08,2.54
"N","N",0,0.3695,2.54,25.17,292.53,265.71,2.32
"N","N",0,0.3437,2.53,7.57,209.61,184.42,2.04
"N","N",0,0.4152,2.593,26.24,300.24,260.45,2.21
"N","N",0,0.1522,1.899,17.85,257.48,131,3.24
"N","N",0,0.1385,1.845,23.47,101.55,269.29,3.36
"N","N",0,0.4067,2.571,9.93,271.2,109.68,2.01
"N","N",0,0.1031,1.84,22.04,77.4,353,3.25
"N","N",0,0.1304,1.894,23.45,76.86,306.47,3.29
"N","N",0,0.3847,2.551,31.12,72.27,58.78,2.22
"N","N",0,0.3456,2.268,20.37,271.1,85.6,2.78
"N","N",0,0.1393,1.862,16.44,268.92,136.55,3.23
"N","N",0,0.2699,2.163,7.47,200.23,158.07,2.71
"N","N",0,0.3958,2.602,26.89,305,79.48,2.6
"N","N",0,0.4674,2.657,16.49,112.2,349.62,1.31
"N","N",0,0.1253,1.87,22.67,62.16,268.84,3.18
"N","N",0,0.1208,1.874,16.36,278.48,170.32,3.09
"N","N",0,0.115,1.836,20.27,246.21,194.09,3.24
"N","N",0,0.3899,2.673,7.75,258.89,225.92,1.47
"N","N",0,0.1309,1.917,23.03,129.61,182.91,3.1
"N","N",0,0.3293,2.371,6.45,19.76,42.4,2.24
"N","N",0,0.3327,2.355,2.21,130.29,241.5,2.32
"N","N",0,0.2975,2.296,7.97,146.94,236.56,2.51
"N","N",0,0.1831,1.864,19.51,229.59,240.53,3.13
"N","N",0,0.3687,2.54,13.28,102.24,246.28,2.09
"N","N",0,0.1557,1.949,16.2,248.8,149.39,3.15
"N","N",0,0.1273,1.901,24.18,123.56,269.46,3.24
"N","N",0,0.1141,1.826,21.62,251.67,241.79,3.22
"N","N",0,0.3772,2.217,23.36,259.32,109.02,2.83
"N","N",0,0.1737,1.922,21.49,69.89,36.58,3.03
"N","N",0,0.3171,1.95,20.76,255.52,95.52,3.16
"N","N",0,0.1152,1.873,19.17,308.94,109.91,3.16
"N","N",0,0.1416,1.854,18.7,321.4,100.04,3.17
"Y","N",0,0.2797,0.9952,1.62,254.88,83.47,4.06
"Y","N",0,0.4679,1.94,3.82,267.41,159.38,2.5
"Y","N",0,0.53,2.299,7.56,268.03,165.29,1.81
"Y","N",0,0.1942,1.051,16.47,80.21,254.62,4.01
"Y","N",0,0.4875,0.747,14.62,267.91,355.31,3.96
"Y","N",0,0.263,1.246,4.97,83.39,304.92,3.87
"Y","N",0,0.5229,1.264,0.12,264.33,79.53,3.49
"Y","N",0,0.1193,1.095,4.7,258.35,237.66,3.79
"Y","N",0,0.606,2.618,1.93,268.54,184.76,1.04
"N","N",0,0.4193,2.599,12.56,283.75,135.73,1.79
"Y","N",0,0.637,1.933,4.22,63.65,301.21,2.29
"Y","N",0,0.3469,1.561,10.12,264.79,172.65,3.18
"Y","N",0,0.2836,1.334,10.17,82.82,47.53,3.37
"Y","N",0,0.2564,0.9478,1.58,270.79,53.41,4.07
"N","N",0,0.1275,1.625,35.21,269.55,220.14,3.42
"N","N",0,0.4769,3.061,24.9,173.57,302.68,1.37
"N","N",0,0.4571,2.551,28.46,69.44,284.35,2.53
"Y","N",0,0.2428,1.431,2.37,3.19,140.78,3.24
"Y","N",0,0.187,1.071,6.58,266.32,86.3,4.05
"Y","N",0,0.4106,1.539,28.62,92.51,65.43,3.16
"Y","N",0,0.2559,1.084,6.66,266.1,267.9,3.62
"Y","N",0,0.5487,2.312,8.55,266.22,179.56,1.69
"Y","N",0,0.3206,1.204,10.14,86.03,77.82,3.42
"Y","N",0,0.2056,1.362,21.26,265.58,165.35,3.63
"Y","N",0,0.444,1.514,24.89,85.59,68.9,3.1
"Y","N",0,0.3722,1.559,3.62,266.76,207.25,2.99
"Y","N",0,0.2047,1.041,5.24,86.28,270.31,4.1
"Y","N",0,0.3379,1.753,9.49,28.27,99.94,2.77
"Y","N",0,0.5191,1.911,14.47,90.95,300.04,2.65
"Y","N",0,0.1812,1.24,14.85,273.16,225.42,3.62
"Y","N",0,0.4039,1.005,2.49,88.66,111.93,3.55
"Y","N",0,0.3394,1.628,50.55,296.73,98.89,3.55
"Y","N",0,0.4201,1.881,18.05,278.9,146.25,2.72
"Y","N",0,0.3437,1.501,4.51,265.78,218.36,3.08
"Y","N",0,0.1133,1.114,7.83,269.12,265.71,3.74
"Y","N",0,0.6242,1.827,2.89,73.01,281.23,2.47
"N","N",0,0.3785,2.262,1.86,146.7,268.88,2.27
"N","N",0,0.494,2.581,19.76,275.64,182.06,1.37
"Y","N",0,0.6916,2.542,1.94,122.07,49.47,0.674
"Y","N",0,0.4262,1.456,15.19,272.7,244.79,3.04
"Y","N",0,0.1946,0.9216,12.17,268.02,46.7,4.08
"N","N",0,0.226,2.147,27.89,79.68,332.47,2.75
"Y","N",0,0.5964,2.444,12.14,275.96,254.53,1.46
"N","N",0,0.3612,2.392,20.05,126.11,282.27,2.48
"Y","N",0,0.605,2.456,4.03,148.38,265.92,1.47
"Y","N",0,0.3676,1.431,1.48,100.02,305.5,3.45
"Y","N",0,0.6202,1.617,10.41,125.9,232.5,2.86
"Y","N",0,0.527,2.136,6.15,93.18,357.74,1.98
"Y","Y",0,0.5643,1.864,8.29,78.12,300.1,2.57
"Y","N",0,0.5477,1.738,7.35,25.69,341.7,2.77
"Y","N",0,0.6399,2.238,5.32,285.65,236.64,1.39
"Y","N",0,0.0777,1.144,25.09,101.69,50.79,3.86
"N","N",0,0.4647,2.55,23.6,244.44,276.22,2.15
"Y","N",0,0.5068,2.55,25.37,308.38,90.29,2.56
"Y","N",0,0.8907,2.515,18.61,63.77,182.93,0.313
"Y","N",0,0.7015,1.087,23.85,310.88,2.11,3.45
"Y","N",0,0.0997,1.122,2.43,297.97,132.07,3.88
"Y","N",0,0.2146,1.249,15,268.08,153.02,3.78
"Y","N",0,0.7847,2.352,10.9,136.93,200.91,1.22
"N","N",0,0.376,2.6,27.16,227.42,260.09,2.43
"Y","N",0,0.3268,1.368,5.42,57.78,78.88,3.24
"Y","N",0,0.6408,1.545,40.79,283.03,56.24,3.33
"Y","N",0,0.2399,1.256,7.92,49.01,136.74,3.41
"N","N",0,0.138,1.854,18.77,279.24,91.43,3.35
"N","N",0,0.3688,2.55,8.69,197.46,173.91,1.97
"N","N",0,0.1309,1.878,24.09,101.63,274.88,3.33
"N","N",0,0.1365,1.87,23.72,98.16,260.5,3.28
"N","N",0,0.3198,2.423,22.33,341.35,102.34,2.38
"N","N",0,0.322,2.358,23.65,113.13,46.82,2.12
"N","N",0,0.1354,1.663,42.54,93.18,315.08,3.43
"Y","N",0,0.2988,0.8049,0.72,330.19,286.5,3.99
"Y","N",0,0.2152,0.884,0.56,45.2,276.63,4.13
"Y","N",0,0.2089,1.242,17.74,286.33,118.04,3.85
"Y","N",0,0.5831,3.026,18.3,78.75,82.53,1.41
"Y","N",0,0.2381,1.465,26.24,97.14,10.46,3.36
"Y","N",0,0.2586,1.703,5.77,84.49,30.87,2.97
"Y","N",0,0.5448,1.9,3.07,94.86,311.09,2.48
"Y","N",0,0.5506,1.608,7.31,94.13,272.43,2.99
"Y","N",0,0.2303,1.528,36.04,135.47,282.78,3.52
"Y","N",0,0.6197,2.572,7.92,60.62,93.06,1.01
"Y","N",0,0.1866,1.448,23.1,251.58,200.47,3.54
"Y","Y",0,0.4328,1.78,7.91,144.93,24.07,2.43
"N","N",0,0.1583,1.585,30.58,80.1,19.45,3.42
"N","N",0,0.3881,2.256,7.43,115.33,260.04,2.37
"Y","N",0,0.6128,2.814,8.6,88.91,7.35,0.7
"Y","N",0,0.3831,1.406,5.39,288.96,100.07,3.52
"Y","N",0,0.5268,2.288,3.69,304.54,117.3,1.9
"Y","N",0,0.3288,1.573,11.35,282.38,145.8,3.23
"Y","N",0,0.1255,1.24,7.21,107.98,284.7,3.86
"Y","N",0,0.5843,2.478,7.4,96.5,336.68,1.41
"N","N",0,0.4425,2.709,11.13,247.54,200.09,1.39
"Y","Y",1,0.3551,1.321,5.59,89.99,318.58,3.6
"Y","N",0,0.0854,1.069,6.83,83.68,254.32,3.96
"Y","N",0,0.3121,1.511,8.71,280.94,148.52,3.32
"N","N",0,0.2247,1.806,27.05,94.11,40.45,3.01
"Y","N",0,0.9022,2.508,22.65,97.17,224.32,1.36
"Y","N",0,0.2506,0.944,15.48,281.99,37.21,4.05
"Y","N",0,0.5576,1.671,3,102.34,277.22,2.86
"Y","N",0,0.5671,2.524,10.65,102.62,341.92,1.34
"N","N",0,0.4908,2.618,33.04,119.07,311.31,1.89
"Y","N",0,0.4541,2.062,7.92,291.73,169.99,2.19
"Y","N",0,0.1341,1.427,29.56,99.43,286.8,3.75
"Y","N",0,0.4994,1.942,8.05,99.89,28.13,2.19
"Y","N",0,0.5091,1.148,26.99,290.91,47.87,3.74
"N","N",0,0.2402,1.86,20.04,336.71,236.61,2.8
"N","N",0,0.2036,1.898,25.11,85.07,284.26,3.32
"N","N",0,0.2284,1.859,21.32,299.17,92.67,3.29
"Y","N",0,0.5016,2.125,1.15,103.16,2.7,1.99
"Y","N",0,0.5998,2.464,2.45,59.9,82.43,1.11
"N","N",0,0.4178,2.722,14.36,275.2,163.52,1.45
"N","N",0,0.4572,2.397,3.81,40.39,118.94,1.51
"Y","N",0,0.3192,1.641,8.9,27.29,145.43,2.81
"Y","Y",0,0.5091,1.879,12.66,59.72,342.53,2.59
"N","N",0,0.5281,2.904,5.97,119.72,51.04,0.607
"N","N",0,0.3257,2.401,17.77,284.96,259.2,2.19
"N","N",0,0.1344,1.869,23.5,141.28,296.36,3.09
"Y","N",0,0.4868,1.311,6.03,104.55,268.41,3.52
"Y","N",0,0.6129,2.239,9.43,280.42,256.4,1.56
"Y","N",0,0.7292,3.606,19.01,108.67,331.31,0.185
"Y","N",0,0.4193,1.422,5.98,290.12,106.31,3.43
"N","N",0,0.4859,3.027,17.35,286.58,142.88,1.08
"Y","N",0,0.34,1.707,1.23,178.94,341.37,2.7
"N","N",0,0.2092,1.678,5.64,2.1,69.47,3.26
"Y","Y",0,0.7289,1.629,10.58,282.17,59.22,2.68
"Y","N",0,0.4606,1.728,2.08,100.71,317.7,2.85
"Y","N",0,0.2996,0.8446,3.34,281.54,31.04,4.12
"Y","N",0,0.3742,1.646,9.92,295.67,134.13,3.07
"Y","N",0,0.3361,1.697,4.93,105.7,16,2.83
"Y","N",0,0.2003,1.186,13.8,284.39,131.71,3.87
"N","N",0,0.4805,2.921,14.02,140.6,322.86,1.04
"Y","N",0,0.5482,2.397,8.38,107.55,18.19,1.4
"Y","N",0,0.3517,1.649,22.06,98.29,49.72,2.95
"N","N",0,0.453,3.024,8.87,189.28,294.8,0.985
"N","N",0,0.4295,2.74,10.92,148.25,332.91,1.25
"N","N",0,0.4242,2.431,23.83,298.77,215.37,1.8
"Y","N",0,0.562,0.8099,3.75,295.6,338.16,3.85
"Y","N",0,0.3275,1.512,5.29,273.77,189.37,3.16
"Y","N",0,0.1039,1.089,8.63,124.67,251.72,3.99
"Y","N",0,0.2305,1.429,14.76,120.25,299.4,3.57
"Y","N",0,0.2735,1.514,6.9,124.32,321.81,3.3
"Y","N",0,0.1373,1.114,8.82,268.85,350.93,3.76
"N","N",0,0.2441,1.845,23.32,126.55,72.78,2.89
"N","N",0,0.4595,2.443,2.28,282.38,101.31,1.91
"N","N",0,0.1508,1.862,26.16,112.32,278.18,3.29
"N","N",0,0.2727,2.191,28.51,301.79,139.05,2.52
"Y","N",0,0.2126,1.359,4.59,84.2,349.52,3.6
"Y","N",0,0.4304,1.669,7.31,277.88,131.82,3.03
"Y","N",0,0.517,2.156,3.94,157.95,330.57,1.83
"Y","N",0,0.8302,2.555,19.71,236.29,354.94,0.381
"Y","N",0,0.3105,1.386,1.99,279.96,153.11,3.47
"Y","N",0,0.5445,2.325,26.65,108.4,37.07,1.75
"N","N",0,0.3763,2.649,7.81,97.92,291.46,1.86
"N","N",0,0.112,1.857,23.07,269.2,76.2,3.23
"N","N",0,0.1481,1.869,18.09,285.21,124.19,3.19
"N","N",0,0.3175,2.192,25.89,280.19,81.09,2.94
"Y","N",0,0.6763,1.606,55.93,104.09,117.25,3.33
"N","N",0,0.4199,2.535,30.89,119.12,299.44,2.24
"Y","N",0,0.2514,1.657,32.05,117.02,171.63,3.14
"N","N",0,0.4516,2.656,16.22,148.73,24.88,1.18
"N","N",0,0.2696,2.277,22.36,277.87,98.85,2.89
"N","N",0,0.3282,1.944,41.01,136.91,238.53,3.13
"Y","N",0,0.4426,1.731,12.88,107.02,325.17,2.84
"Y","N",0,0.5294,2.563,14.4,129.92,263.34,1.85
"Y","N",0,0.4764,2.347,13.14,126.65,313.17,1.92
"Y","N",0,0.5987,1.718,7.88,206.79,2.99,2.22
"Y","N",0,0.3327,1.538,11.86,279.39,240.55,3.01
"Y","N",0,0.5942,2.47,5.67,108.91,356.77,1.25
"N","N",0,0.4726,2.691,9.48,261,147.44,1.51
"N","N",0,0.1312,1.879,23.43,140.04,249.25,3.28
"Y","N",0,0.2238,1.225,7.74,292.55,133.38,3.77
"N","N",0,0.1606,1.907,24.2,128.87,274.74,3.2
"N","N",0,0.108,1.853,20.52,237.06,214.78,3.26
"N","N",0,0.3463,2.244,8.15,241.93,188.5,2.3
"Y","N",0,0.2489,1.151,1.72,290.5,113.16,3.94
"N","N",0,0.4383,2.614,28.33,130.89,258.03,2.5
"Y","N",0,0.461,1.565,10.17,293.55,236.88,2.75
"Y","N",0,0.2986,1.439,10.52,147.68,21.04,3.11
"Y","N",0,0.3767,1.961,7.8,213.03,316.75,2.31
"Y","N",0,0.5776,1.916,5.3,289.9,120.71,2.41
"N","N",0,0.4139,2.617,6.25,198.46,292.58,1.46
"Y","N",0,0.2378,1.462,22.95,114.03,335.43,3.38
"N","N",0,0.0661,1.783,24.48,116.46,201.18,3.31
"Y","N",0,0.5704,2.346,2.55,296.99,152.12,1.57
"Y","N",0,0.3319,1.596,32.69,113.05,335.59,3.11
"Y","N",0,0.1754,1.176,13.47,111.01,320.46,3.83
"Y","N",0,0.2073,1.357,37.05,293.4,207.14,3.5
"N","N",0,0.0896,1.523,18.72,318.52,82,3.56
"Y","N",0,0.3673,1.749,5.53,135.03,332.02,2.77
"Y","N",0,0.3818,1.928,14.84,136.03,17.71,2.36
"Y","N",0,0.6109,3.306,4.47,9.97,122.85,0.17
"Y","N",0,0.3515,1.64,16.53,311.15,99.22,3.3
"Y","N",0,0.3862,1.924,13.54,289.23,159.94,2.58
"Y","N",0,0.3613,0.9187,22.45,291.22,317.03,3.86
"Y","N",0,0.2658,1.288,1.33,237.67,173.79,3.73
"Y","N",0,0.2014,1.349,11.8,114.43,332.46,3.56
"Y","N",0,0.218,1.382,1.97,61.46,53.97,3.41
"Y","N",0,0.3272,1.145,9.71,112.53,277.03,3.94
"Y","N",0,0.707,3.218,8.98,255.22,282.66,0.769
"Y","N",0,0.6236,2.854,34.83,295.93,167.54,0.633
"N","N",0,0.3104,2.348,24.27,288.25,146.83,2.27
"Y","N",0,0.2664,1.182,7.36,142.08,79.84,3.49
"N","N",0,0.5419,3.033,22.43,288.94,228.21,1.15
"Y","N",0,0.1739,1.338,26.19,111.23,183.76,3.61
"Y","N",0,0.6614,2.521,8.75,298.14,111.07,1.43
"Y","N",0,0.6394,1.519,16.41,112,260.71,3.12
"Y","N",0,0.4388,1.615,32.23,110.54,312.74,3.15
"Y","N",0,0.569,1.652,5.28,96.39,297.49,2.86
"Y","N",0,0.3969,1.753,34.29,106.77,16.22,2.72
"Y","N",0,0.5453,1.941,3.09,325.53,200.11,1.99
"Y","N",0,0.3772,1.024,7.31,102,260.51,4.04
"N","N",0,0.313,2.242,8.73,240.61,217.64,2.3
"N","N",0,0.2961,1.88,14.56,284.48,138.95,2.92
"N","N",0,0.035,1.631,12.27,283.89,36.82,3.41
"N","N",0,0.1255,1.865,18.67,266.19,118.73,3.31
"N","N",0,0.1067,1.809,23.59,107.56,294.41,3.3
"Y","N",0,0.3847,1.136,24.05,278.52,337.93,3.53
"Y","N",0,0.3736,1.551,5.36,295.55,127.76,3.22
"Y","N",0,0.6847,1.998,1.94,310.76,72.73,2.1
"Y","N",0,0.4478,2.143,14.03,142.85,309.11,2.23
"Y","N",0,0.5799,2.385,8.36,338.74,262.22,1.43
"Y","N",0,0.646,1.54,7.79,334.31,33.72,2.94
"Y","Y",0,0.2914,0.8746,6.45,253.82,44.18,4.03
"Y","N",0,0.1969,1.31,28.8,124.23,320.45,3.62
"Y","Y",0,0.7661,1.433,17.85,125.53,242.44,3.07
"Y","N",0,0.2716,0.8701,17.36,306.87,324.43,4.01
"N","N",0,0.4533,2.726,10.55,224.18,151.17,1.57
"N","N",0,0.3618,2.327,2.5,139.5,261.36,2.26
"Y","N",0,0.445,1.744,24.08,301.81,285.1,2.88
"N","N",0,0.4894,2.932,25.09,98.64,37.67,1.16
"N","N",0,0.21,2.009,34.36,95.47,292.52,3.12
"N","N",0,0.3659,2.303,30.65,120.31,277.05,2.83
"Y","N",0,0.5325,1.561,6.78,97.35,83.52,2.59
"Y","N",0,0.6684,1.721,12.33,100.94,264.2,2.69
"Y","N",0,0.366,1.842,6.25,106.53,29.06,2.54
"Y","N",0,0.5634,1.954,8.36,278.47,126.82,2.42
"Y","N",0,0.2522,1.709,28.12,282.06,94.06,3.53
"Y","N",0,0.2285,0.9349,0.38,129.21,200.69,4.11
"Y","N",0,0.5378,2.364,14.81,99.36,290.99,2.05
"N","N",0,0.325,2.242,34.01,137.7,278.89,2.83
"N","N",0,0.1897,1.946,14.13,87.08,27.85,2.84
"N","N",0,0.0984,1.826,20.22,309.47,139.58,3.13
"N","N",0,0.154,1.874,25.12,123.56,93.27,3.08
"N","N",0,0.163,1.855,20.32,278.29,172.31,3.05
"N","N",0,0.069,1.775,20.42,284.88,283.84,3.25
"N","N",0,0.2888,1.926,7.34,276.12,192.96,2.67
"N","N",0,0.117,1.865,18.66,291.84,258.31,3.06
"N","N",0,0.3434,2.295,26.73,305.61,112.39,2.59
"N","N",0,0.139,1.863,17.88,309.29,88.04,3.26
"N","N",0,0.1187,1.877,17.99,306.11,76.57,3.3
"N","N",0,0.3792,2.564,24.81,124.84,267.53,2.59
"N","N",0,0.2931,2.281,4.16,258.47,254.67,2.08
"N","N",0,0.3695,2.553,29.1,110.41,281.32,2.54
"N","N",0,0.2735,2.293,21.76,319.32,97.1,2.7
"N","N",0,0.3382,2.299,23.01,160.61,293.52,2.41
"N","N",0,0.3803,2.563,6.92,319.82,227.53,1.49
"N","N",0,0.3472,2.397,18.57,308.14,117.78,2.31
"N","N",0,0.3084,2.249,21.95,149.87,82.11,2.41
"N","N",0,0.2985,2.275,5.95,306.49,314.03,2.15
"N","N",0,0.1415,1.867,20.41,101.71,298.66,3.24
"N","N",0,0.3321,2.256,3.32,73.78,41.79,2.13
"N","N",0,0.3624,2.303,5.21,319.04,156.64,1.99
"N","N",0,0.3791,2.683,7.94,296.76,309.77,1.44
"N","N",0,0.255,2.197,5.08,137.87,248.25,2.71
"N","N",0,0.2253,2.136,7.06,359.56,22.56,2.85
"N","N",0,0.0853,1.819,26.97,125.53,14.07,3.1
"N","N",0,0.1665,1.854,19.18,310.35,73.38,3.35
"N","N",0,0.4309,2.877,17.97,150.46,235.41,1.67
"N","N",0,0.3292,2.322,24.31,109.23,306.46,2.45
"N","N",0,0.3309,2.305,22.24,132.16,287.34,2.57
"N","N",0,0.1063,1.773,17.58,251.83,256.11,3.18
"N","N",0,0.1489,1.88,18.19,285.3,121.01,3.19
"N","N",0,0.0996,1.835,21.34,55.42,339.33,3.33
"N","N",0,0.4178,2.772,11.26,99.76,22.79,1.23
"N","N",0,0.4481,2.616,25.46,287.76,268.3,2.26
"N","N",0,0.1772,1.974,14.46,286.68,121.48,3.06
"N","N",0,0.1872,1.924,20.14,294.14,248.46,2.9
"N","N",0,0.3388,2.216,4.75,320.52,130.2,2.27
"N","N",0,0.4121,2.607,3.83,97.2,340.26,1.62
"N","N",0,0.0519,1.747,18.7,102.9,277.58,3.39
"N","N",0,0.3516,2.026,4.78,138.63,335.1,2.4
"Y","N",0,0.4687,1.82,9.68,314.67,199.2,2.35
"N","N",0,0.4131,2.556,32.81,135.58,308.71,2.02
"N","N",0,0.3775,2.585,29.89,147.1,295.02,2.18
"N","N",0,0.2869,1.879,27.45,145.39,299.7,2.94
"N","N",0,0.3997,2.751,29.28,182.29,253.61,2.36
"N","N",0,0.4474,2.549,27.92,147.63,272.76,2.52
"Y","N",0,0.1404,1.013,2.26,305.61,279.18,3.82
"Y","N",0,0.2658,1.291,9.54,113.31,308.22,3.68
"Y","N",0,0.3356,1.597,5.36,163.13,320.63,2.96
"Y","N",0,0.5994,2.457,18.52,117.15,70.82,1.59
"Y","N",0,0.231,0.8148,9.03,300.32,351.38,4.12
"Y","N",0,0.5081,1.794,3.69,111.54,316.83,2.63
"Y","N",0,0.2476,1.187,14.64,116.94,289.41,3.89
"Y","N",0,0.6563,2.195,7.58,120.66,66.58,1.39
"Y","N",0,0.2877,1.559,10.6,150.48,275.81,3.35
"Y","Y",0,0.6075,2.347,7.51,57.71,17.45,1.56
"Y","N",0,0.458,1.707,0.56,4.2,73.28,2.81
"Y","N",0,0.5572,2.393,15.27,307.82,149.1,1.57
"N","N",0,0.4707,2.716,9.75,347.12,183.99,0.993
"Y","N",0,0.5428,2.261,21.42,103.17,99.23,2.05
"Y","N",0,0.5875,2.375,0.94,16.98,79.86,1.46
"Y","N",0,0.2976,1.761,7.29,123.46,344.55,2.86
"Y","N",0,0.4711,2.022,6.61,80.22,27.41,2.21
"Y","N",0,0.2396,1.404,23.63,267.7,293.13,3.4
"N","N",0,0.3866,2.353,6.74,129.98,40.87,1.73
"N","N",0,0.3468,2.546,17.61,87.22,334.48,1.95
"Y","N",0,0.3487,1.931,8.89,342.06,80.12,2.81
"Y","N",0,0.4849,2.156,40.89,294.09,282.74,2.9
"Y","N",0,0.5455,2.152,17.88,223.65,314.22,1.88
"N","N",0,0.3843,2.591,15.24,84.58,131.35,1.56
"N","N",0,0.2148,1.911,28.22,160.02,193.86,3.1
"N","N",0,0.2993,1.893,4.11,198.97,305,2.58
"Y","Y",0,0.1823,0.8702,8.37,3.97,337.17,4.21
"N","N",0,0.4123,2.652,19.89,355.54,135.16,1.52
"N","N",0,0.1783,1.816,24.78,104.04,306.79,3.22
"Y","N",0,0.7553,2.375,10.12,127.55,268.92,1.47
"Y","Y",0,0.7541,2.891,1.98,165.04,228.28,0.375
"N","N",0,0.3255,2.468,33.33,120.92,52.39,2.12
"N","N",0,0.3223,1.997,2.11,97.58,49.05,2.38
"Y","Y",0,0.7142,2.355,7.7,137.48,261.91,1.49
"Y","N",0,0.1928,0.8913,7.58,127.57,156.57,4.02
"Y","N",0,0.9068,2.718,13.14,123.42,235.65,0.903
"Y","Y",0,0.6655,2.862,31.16,137.25,32.4,0.85
"Y","N",0,0.5504,1.543,1.44,115.1,96.92,2.57
"Y","N",0,0.5453,2.16,1.24,348.67,98.77,1.92
"Y","N",0,0.3969,1.733,12.55,311.32,202.48,2.61
"Y","Y",0,0.3111,1.467,35.54,303.24,203.37,3.19
"N","N",0,0.3518,2.244,40.21,16.1,99.27,2.67
"Y","N",0,0.1462,1.203,15.6,127.04,359.9,3.67
"Y","N",0,0.3091,1.539,12.21,125.03,13.92,3.03
"Y","N",0,0.5194,1.808,2.99,106.32,330.15,2.56
"N","N",0,0.2332,1.894,37.22,146.37,321.6,2.83
"Y","N",0,0.3548,1.96,11.32,152.47,315.2,2.54
"Y","N",0,0.6976,2.088,0.94,135.59,87.71,1.44
"Y","N",0,0.5454,1.344,24.44,312.32,67.85,3.64
"N","N",0,0.2741,2.254,3.72,339.29,65.76,2.56
"N","N",0,0.2914,2.209,3.85,1.29,52.86,2.54
"Y","N",0,0.3182,1.597,23.42,319.3,152.56,3.03
"Y","N",0,0.5397,1.349,34.46,277.14,324.38,3.14
"Y","N",0,0.4866,1.766,6.15,126.31,304.62,2.71
"Y","N",0,0.1965,1.187,16.29,128.53,58.26,3.58
"Y","N",0,0.3059,0.9656,21.79,333.31,36.07,4.21
"Y","N",0,0.5344,1.749,8.83,75.78,335.13,2.72
"Y","N",0,0.5204,2.643,27.62,319.76,240.05,1.81
"N","N",0,0.2911,2.156,25.63,120.11,20.5,2.33
"Y","N",0,0.5779,2.041,64.03,330.65,244.77,2.91
"N","N",0,0.1262,1.893,24.33,109.34,260.62,3.3
"N","N",0,0.4339,2.38,23.19,40.88,56.3,2.27
"Y","N",0,0.0437,1.059,6.51,318.75,113.82,3.93
"Y","Y",0,0.4525,1.703,12.07,8.72,160.59,2.51
"Y","N",0,0.3881,1.76,1.92,99.97,31.91,2.62
"N","N",0,0.1278,1.882,24.51,138.61,291.31,3.11
"N","N",0,0.104,1.849,16.47,333.26,154.37,2.99
"N","N",0,0.1003,1.784,22.67,155.29,38.32,3.04
"N","N",0,0.0835,1.802,19.54,338.95,93.68,3.2
"N","N",0,0.2298,2.012,5.1,209.11,337.61,2.49
"N","N",0,0.3293,2.419,13.34,288.69,95.61,2.47
"N","N",0,0.5499,3.067,12.86,270,109.38,1.34
"N","N",0,0.3166,2.344,21.76,246.95,309.83,2.13
"N","N",0,0.3086,2.226,21.44,120.91,33.22,2.2
"N","N",0,0.4348,2.821,3.53,149.1,291.54,1.26
"N","N",0,0.284,2.291,20.14,33.95,80.99,2.52
"N","N",0,0.3856,2.693,9.44,60.29,131.47,1.29
"N","N",0,0.2458,2.165,6.51,115.53,312.39,2.63
"N","N",0,0.1854,1.925,25.28,135.18,289.45,3.07
"N","N",0,0.2788,2.303,24.39,48.62,86.56,2.54
"N","N",0,0.3503,2.329,18.44,207.48,270.73,2.36
"N","N",0,0.2879,2.296,10.17,20.14,139.77,2.05
"N","N",0,0.2669,1.923,7.01,23.09,122.33,2.6
"N","N",0,0.2845,2.308,5.45,199.9,277.31,2.19
"Y","N",0,0.2855,0.8504,5.77,315.65,316.49,3.99
"Y","N",0,0.0922,0.9828,5.7,316.84,276.91,3.91
"N","N",0,0.2192,1.68,33.92,325.62,228.84,3.08
"Y","N",0,0.311,1.337,20.22,134.05,280.84,3.69
"Y","N",0,0.4373,1.372,0.41,277.46,116.6,3.47
"Y","N",0,0.3263,1.392,2.47,132.61,43.21,3.12
"N","N",0,0.4547,2.593,26.59,2.12,79.64,2.5
"Y","N",0,0.7267,1.9,4.93,85.13,295.53,2.19
"Y","N",0,0.6408,2.137,5.53,304.86,263.73,1.54
"Y","N",0,0.4058,1.86,29.13,134.72,308.22,2.82
"Y","N",0,0.6058,1.958,1.76,301.47,121.83,2.22
"Y","N",0,0.2502,1.381,23.52,303.58,217.06,3.35
"Y","N",0,0.504,2.011,4.5,326.83,147.43,2.12
"Y","N",0,0.3803,1.444,19.92,134.04,302.47,3.36
"Y","N",0,0.6769,2.192,5.62,315.52,97.24,1.79
"Y","N",0,0.2438,1.061,2.86,123.39,114.5,3.67
"Y","N",0,0.4243,1.732,17.21,129.95,330.98,2.74
"Y","N",0,0.5259,2.497,31.92,324.93,158.05,1.39
"Y","Y",0,0.555,1.972,13.96,173.91,39.48,1.96
"Y","N",0,0.5346,1.921,9.02,124.79,307.17,2.41
"Y","N",0,0.5108,2.007,7.35,320.8,202.74,1.98
"N","N",0,0.2558,2.155,27.89,353.46,114.96,2.59
"Y","N",0,0.252,1.185,3.44,137.89,282.58,3.82
"Y","N",0,0.4687,2.046,2.92,5.28,173.17,1.96
